winner,moves
black,Nf3 d5 c4 d4 e3 dxe3 fxe3 c5 d4 cxd4 exd4 Nf6 Nc3 e6 a3 Nc6 Be2 Be7 O-O O-O Bg5 h6 Bh4 Ng4 Bxe7 Nxe7 Qd3 Nf5 d5 Qb6+ Nd4 Ne5 Qd2 Nxd4 Kh1 Nb3 Qf4 Ng6 Qf3 Nxa1 Rxa1 Qxb2 Rf1 Qxa3 Bd1 Bd7 Bc2 Rac8 dxe6 fxe6 Qxb7 Rxf1#
black,e4 c5 Nf3 Nc6 Nc3 Nf6 Bc4 e6 a3 d5 exd5 exd5 Qe2+ Be7 Ba2 O-O O-O Re8 d4 Nxd4 Nxd4 cxd4 Na4 Bxa3 bxa3 Rxe2 Bg5 Rxc2 Rfd1 Qd6 Rxd4 Ne4 Be3 Qxa3 Bxd5 Qxa1+ Bc1 Qxc1+ Rd1 Qxd1#
black,d4 Nf6 f3 d5 c4 c6 Nc3 dxc4 e4 c5 d5 e6 Qa4+ Bd7 Qxc4 exd5 Nxd5 Nxd5 Qxd5 Nc6 Bg5 Be7 Bxe7 Qxe7 Rd1 Rd8 Bb5 Bh3 Bxc6+ bxc6 Qxc6+ Bd7 Qb7 O-O Ne2 Qh4+ g3 Qh3 Nf4 Qh6 Qxa7 Be6 O-O Rxd1 Rxd1 Qf6 b3 Qb2 Qa4 Qc2 Re1 c4 Nd5 cxb3 Qxb3 Qc5+ Kg2 Rd8 Nf4 Bxb3 axb3 Qc2+
white,c4 e5 Nc3 Bb4 f4 Bxc3 dxc3 exf4 Bxf4 Nc6 Nf3 d6 g3 Bf5 Bg2 g5 Bxg5 f6 Bf4 Ne5 Nxe5 fxe5 Be3 Nf6 O-O Be6 Bg5 Rf8 e4 h6 Bh4 Bg4 Qd2 Qe7 Qxh6
black,e4 c5 Nf3 Nc6 Bb5 Nf6 Nc3 e6 d4 cxd4 Nxd4 Qb6 Nxc6 dxc6 Bd3 Bc5 O-O e5 h3 Be6 a3 O-O-O b4 Bd4 Bd2 h6 Na4 Qc7 c3 Bxf2+ Rxf2 Rxd3 Rf3 Rhd8 Ra2 Nxe4 Rxd3 Rxd3 Qe2 Bxa2 Qxd3 Nxd2 Qxd2 Bb3 Nb2 Qb6+ Kh2 Qc7 Kh1 Be6 Nd3 Qd7
white,Nf3 d5 c4 dxc4 e4 Bg4 Qa4+ c6 Bxc4 Bxf3 gxf3 e5 Qb3 b5 Bxf7+ Kd7 Bxg8 Bc5 Qe6+ Kc7 Qxe5+ Kb6 Bb3 Qh4 d4 Bb4+ Nc3 Rf8 Be3 Nd7 Qxg7 Nf6 d5+ Ka6 O-O-O Bxc3 bxc3 cxd5 exd5 Rfc8 Kb2 Ne8 Qg4 Qf6 Qe6+ Ka5 Qxf6 Nxf6 d6 Rd8 c4 bxc4 Bxc4 Rab8+ Ka1 Rb7 Bd2+ Kb6 Be3+ Kc6 Bb3 Nd7 Rd3 Nc5 Rc1 Kb5 Rxc5+
black,e4 c5 Nf3 Nc6 Nc3 e6 d4 cxd4 Nxd4 d5 exd5 exd5 Bb5 Bd7 Nxc6 bxc6 Bd3 Bb4 Bd2 Nf6 O-O O-O a3 Bd6 Bg5 Bxh2+ Kh1 Be5 Rb1 Bg4 Bxf6 Qxf6 Qxg4 Rfd8 Qh5 Qf4 Qxh7+ Kf8 g3 Qf3+ Kh2 Ke7 Qf5 Rh8+ Qh3 Rxh3+ Kxh3 Rh8+
black,Nf3 d5 c4 Bg4 cxd5 Bxf3 gxf3 Qxd5 Nc3 Qh5 Qb3 b6 Bg2 e6 d3 Nf6 O-O Bd6 f4 c6 Be3 Nd5 Nxd5 exd5 Qc3 O-O Bd4 f6 e3 c5 Bxf6 Rxf6 e4 Rh6 h3 Rg6 e5 Qxh3
white,Nf3 c6 c4 d5 cxd5 cxd5 d4 Nc6 e3 Qc7 Nc3 Nf6 Bb5 e6 a3 Bd6 Bd3 O-O Nb5 Qe7 Nxd6 Qxd6 O-O Bd7 b3 e5 dxe5 Nxe5 Nxe5 Qxe5 Ra2 Rac8 Bb2 Qd6 Qb1 Rc7 Bxf6 Qxf6 Bxh7+ Kh8 Bd3 Rfc8 Rc2 Rxc2 Bxc2 Qc3 Bd3 b6 Qd1 Kg8 Be2 Be6 Bf3 Qe5 Qd2 Kf8 Rd1 Rd8 a4 Ke7 Qb4+ Kd7 a5 Rh8 g3 Rb8 a6 Rh8 e4 Kc6 exd5+ Bxd5 Qc4+ Kd6 Rxd5+
white,e4 c5 Nf3 Nc6 Bb5 Nf6 e5 Ng4 Bxc6 dxc6 d3 Qc7 Qe2 g6 h3 Nh6 g4 Bg7 Nc3 Be6 Ng5 O-O Nxe6 fxe6 f4 Nf7 g5 Rad8 Qg4 Rd4 Qxe6 Bxe5 fxe5 Qxe5+ Qxe5 Nxe5 Be3 Nf3+ Ke2 Rh4 Ne4 Nd4+ Bxd4 cxd4 Raf1 Rxf1 Kxf1 Rf4+ Kg2 Kf7 Rf1 Rxf1 Kxf1 Ke6 Kg2 Ke5 Kf3 b6 Kg4 c5 a4 a6 a5 bxa5 Nxc5
white,Nf3 d5 c4 e6 Nc3 c6 d4 Nf6 e3 dxc4 Bxc4 b5 Bd3 Bb7 O-O a6 Re1 Be7 Qc2 O-O e4 b4 Ne2 h6 Bxh6 gxh6 Ng3 c5 dxc5 Qc7 Rac1 a5
white,c4 c5 g3 Nc6 Bg2 e6 Nc3 Nf6 Nf3 d5 cxd5 Nxd5 d4 cxd4 Nxd4 Nxd4 Qxd4 Qa5 Bd2 Nxc3 Bxc3 Qc7 O-O e5 Qxe5+ Qxe5 Bxe5 f6 Bc7 Bc5 Rfd1 Kf7 Rac1 Bb6 Bxb6 axb6 a3 Re8 e3 Re7 Rd8
white,e4 e5 Nf3 Nc6 Bb5 f5 d3 Nf6 O-O fxe4 dxe4 d6 Nc3 Bg4 Bg5 Be7 h3 Bh5 Nd5 Nxd5 exd5 Bxg5 dxc6 O-O cxb7 Rb8 Bc4+ Kh8 Bd5 Rf4 Qd3 Bg6 Qb3 Bh6 Qa3 e4 Nd4 Qg5 Qxa7 Rff8 Ne6 Qxd5 Nxf8 Rxb7 Qa8
black,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 O-O f4 c5 d5 e6 Nf3 exd5 exd5 Bg4 O-O Re8 h3 Bf5 g4 Be4 Ng5 Nbd7 Bd3 Bxd3 Qxd3 a6 a4 h6 Nf3 Rb8 a5 Qc7 Bd2 Re7 Rfe1 Rbe8 Rxe7 Rxe7 g5 hxg5 fxg5 Nh5 Ne4 Ne5 Nxe5 Bxe5 Bc3 Nf4 Qf3 Bxc3 Nxc3 Nh5 Ne4 Re5 h4 Qe7 Re1 Kg7 Re2 Rf5 Qc3+ f6 gxf6+ Nxf6 Nxf6 Qxe2 Nh5+ Kf7 Qg7+ Ke8 Qxg6+ Rf7 Nf6+ Ke7 Ng8+ Kf8 Qxd6+ Kxg8 Qd8+ Kh7
white,d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 d6 c3 O-O e4 Nbd7 Bc4 c6 O-O b5 Bd3 Re8 Re1 e5 a4 Qb6 a5 Qc7 d5 cxd5 exd5 Nxd5 Bxb5 a6 Bc4 Ne7 Qb3 d5 Bxd5 Nxd5 Qxd5 Bb7 Qc4 Rac8 Qxc7 Rxc7 Ne4 Rb8 Be7 Bxe4 Rxe4 Rxb2 Bb4 Nc5 Rc4 Ne6 Rxc7 Nxc7 Rc1 Nd5 Bd6 e4 Ne5 e3 fxe3 Nxe3 c4 Rxg2+ Kh1 Ra2 c5 Rxa5 c6 Nf5 Bb4
black,e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 e6 Nf3 Nd7 O-O c5 c3 Qb6 Nbd2 Ne7 Re1 Nc6 Rb1 a5 a3 cxd4 cxd4 Qa6 Qe3 Nb6 b3 Ne7 Nf1 Nf5 Qd2 h5 Ne3 g6 Bb2 Bh6 h4 O-O g3 Rfc8 Ng5 Rc7 Nxf5 gxf5 Rbc1 Rac8 f4 a4 Rxc7 Rxc7 Rc1 Rxc1+ Qxc1 Bxg5 hxg5 axb3 Kf2 Nc4 Kf3 Nxb2 Qxb2 Qd3+ Kf2 Qc2+
black,e4 c5 Nf3 d6 Bd3 Nf6 c3 a6 Bc2 g6 O-O Bg7 Re1 e5 h3 O-O d4 cxd4 cxd4 exd4 Nxd4 Nc6 Nf3 Qc7 Nc3 Be6 Bf4 Ne5 Rc1 Rfd8 Bb1 Qa5 Ng5 Bc4 b3 Bb5 Nxb5 Qxb5 Rc7 Ne8 Rc3 Nc6 Rf3 Ne5 Bxe5 Bxe5 Nxf7 Rd7 Nh6+ Kg7 Ng4 Rad8 Bd3 Qb4 Bc4 Nf6 Nxf6 Bxf6 Bd5 Be5 Re2 Rf8 Ree3 Rxf3 Qxf3 Qd2 g3 Rc7 Qg4 Rc2 Qd7+ Kh6 Qf7 Qd1+ Kg2 Qh5 Qf8+ Bg7 Qf4+ Qg5 Qxd6 Qxe3
white,d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 O-O e4 d6 Bd3 c5 dxc5 dxc5 Qe2 Nc6 c3 Bg4 h3 Ne5 Bc4 Bxf3 Nxf3 Nxc4 Qxc4 Qa5 O-O b5 Qxc5 Nxe4 Qxe7 Rae8 Qd7 b4 Be7 Nf6 Qd6 Ne4 Qxb4
black,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 Nd7 h4 h6 h5 Bh7 Bd3 Bxd3 Qxd3 e6 O-O Ngf6 Re1 Be7 Bf4 O-O Rad1 Nd5 Bd2 Qc7 Ne5 Nb4 Qb3 a5 c4 a4 Qf3 Nc2 Re4 Nf6 Rh4 Nxd4 Rxd4 Qxe5 Bc3 Qc7 Rf4 Rad8 Re1 Rd7 Be5 Qd8 Nf1 Rd3 Ne3 Nh7 Qg4 Bf6 Bxf6 Nxf6 Qf3 Qb6 Ng4 Rxf3
black,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Bg5 O-O Bd3 h6 Bh4 Nbd7 Nf3 c5 d5 a6 b3 g5 Bg3 Nh5 Qc2 Nxg3 hxg3 Ne5 Nxe5 dxe5 O-O-O Bd7 Kb1 Rb8 f4 exf4 gxf4 b5 e5 bxc4 Bxc4 f5 e6 Be8 fxg5 hxg5 Bxa6 Bg6 Bc4 Qa5 Na4 Qxa4 Bb5
black,d4 d5 Nf3 e6 c4 dxc4 e3 c5 Bxc4 cxd4 exd4 a6 Nc3 Nf6 Bg5 Be7 O-O O-O Bb3 h6 Bh4 Nd5 Bxe7 Nxe7 Rc1 Nbc6 Bc2 Nb4 Bb1 Ned5 a3 Nxc3 bxc3 Nd5 Qd3 f5 Rfe1 Qf6 Ne5 Qg5 g3 h5 h4 Qf6 Qf3 g6 Ba2 Ne7 c4 f4 d5 fxg3 Qxf6 Rxf6 fxg3 exd5 cxd5 Kg7 Rc7 Kf8 Rf1 Nf5 Nxg6+ Rxg6 Rxf5+ Bxf5 d6 Rxg3+ Kf2 Rg7 Rc5 Bg4 Bd5 Rd8
black,g3 Nf6 Bg2 d5 c4 c6 cxd5 cxd5 Nf3 Nc6 O-O e5 d3 Be7 Bg5 h6 Bxf6 Bxf6 Nfd2 O-O Nc3 Be6 Rc1 Rc8 Nb5 a6 Nc3 Qb6 Na4 Qb4 a3 Qd6 Nb6 Rcd8 Na4 Nd4 Nb3 Rc8 Nxd4 exd4 Rxc8 Rxc8 Qb3 b5 Qd1 bxa4 Qxa4 h5 b4 h4 b5 axb5 Qxb5 Qxa3 Bxd5 Qc5 Bxe6 Qxb5 Bxc8 hxg3 hxg3 Qe5 Bg4 Be7 Rc1 f5 Bf3 Bd6 Kg2 f4 Rc8+ Kf7 Bh5+ Qxh5 e3 dxe3 f3 fxg3 f4 Qh2+ Kf3 Qf2+ Kg4 Qxf4+ Kh3 Qf5+ Kh4 g5+ Kh5 g4+ Kh4 Qxc8 d4 Kg6 d5 Qd8+ Kxg4 Qg5+ Kf3 Qf4+ Kg2 Qf2+ Kh3 g2 Kg4 Qf4+ Kh3 Qg3#
draw,d4 e6 Nf3 h6 c4 c6 g3 a6 Bg2 b5 c5 b4 O-O a5 Nbd2 Ba6 Re1 Nf6 Qc2 d6 cxd6 Bxd6 Nc4 O-O Nxd6 Qxd6 Bf4 Qd7 Rad1 Nd5 Bxb8 Raxb8 Ne5 Qd6 Qxc6 Qxc6 Nxc6 Rbc8 Nxa5 Rc2 e4 Nf6 Nb3 Rxb2 Nc5 Rxa2 Rb1 Rb8 Ra1 Bc4 Rxa2 Bxa2 Ra1 b3 Nd3 b2 Nxb2 Rxb2 d5 exd5 exd5 Bxd5 Bxd5 Nxd5 Ra8+ Kh7 Ra7 Kg6 h4 f6 h5+ Kh7 Kg2 Ne3+ Kf3 Nd1 g4 Rxf2+ Kg3 Rb2 Rd7 Ne3 Kf3 Nc4 Kf4 Rf2+ Ke4 Ne5 Ra7 Nxg4 Kd5 Ne5 Ke6 Ng4 Kf7 f5 Kf8 Kh8 Rxg7 Nf6 Rg6 Nd7+ Ke7 Ne5 Rxh6+ Kg7 Re6 Ng4 Rg6+ Kh7 Kf8 Rd2 Ke7 Re2+ Kf8 Rb2 Rg5 Rb8+ Ke7 Rb7+ Ke6 Rb6+ Kxf5 Ne3+ Ke4 Re6+ Re5 Rxe5+ Kxe5 Kh6 Ke4 Kxh5
black,d4 Nf6 Nf3 d5 c4 e6 g3 c6 Bg2 Nbd7 O-O dxc4 a4 Bb4 Qc2 O-O Qxc4 a5 Bf4 c5 Bd6 Nb6 Qb5 Qxd6 Nc3 Bd7 dxc5 Qxc5 Qxc5 Bxc5 Ne5 Bd4 Bxb7 Rab8 Bg2 Bxe5
white,e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Qc7 Nf3 Nf6 O-O g6 Be3 Bg7 Qd2 O-O Bf4 Qd8 Re1 Nh5 Bh6 Bg4 Bxg7 Kxg7 Ne5 Nxe5 Rxe5 Qd7 h3 Be6 Be2 f6 Re3 Nf4 Rg3 Nxe2+ Qxe2 Rae8 Nd2 Bf7 Re1 e5 dxe5 Rxe5 Qd1 Rfe8 Rxe5 Rxe5 Nf3 Re7 Nd4 Kh8 Qf3 Re1+ Kh2 Qe7 Qg4 Rb1 b3 Qe1 Re3 Qg1+ Kg3 Re1 Ne2 Qf1 Re7 Bg8 Qf3 f5 Re8 Kg7 Qe3 h5 Qe7+ Kh6 Rxg8 h4+ Kf3 Rxe2 Rh8#
draw,d4 d5 c4 c6 Nf3 Nf6 Nc3 e6 e3 Bd6 Bd3 dxc4 Bxc4 b5 Bd3 Bb7 O-O a6 Re1 c5 e4 cxd4 Nxd4 Nbd7 Bg5 O-O Nf3 b4 Nb1 Be7 Nbd2 Nc5 Bc2 h6 Bh4 Nfd7 Bxe7 Qxe7 Nb3 Rfd8 Qe2 a5 Rad1 Ba6 Qe3 Nxb3 Bxb3 Nc5 Bc2 e5 Nh4 Qxh4 Qxc5 Rac8 Rxd8+ Qxd8 Qa7 Rxc2 Qxa6 Rxb2 Qc4 Qd4 Qc8+
white,e4 d5 exd5 Nf6 Nf3 Nxd5 d4 Bg4 Be2 Nc6 h3 Bf5 O-O e6 a3 Bd6 c4 Nf4 Nc3 Qf6 Be3 O-O Qd2 Nxe2+ Nxe2 h6 Ng3 Bg6 h4 Rad8 Rad1 Ne7 h5 Bh7 Ng5 Bxg3 fxg3 Nf5 Nxh7 Kxh7 g4 Nxe3 Rxf6 Nxd1 Rf1 e5 Qxd1 Rxd4 Qc2+ Kg8 Qe2 e4 Rf4 Re8 c5 Rc4 b4 Rc1+ Kh2 e3 Rd4 Rc3 Rd7 Rxa3 Qf3 f6 Rxc7 e2 Qd5+ Kh7 Qf7 Rg8 Re7 Rb3 Qxb3
white,d4 Nf6 Bf4 g6 e3 Bg7 h3 O-O Nf3 d6 Be2 Nbd7 O-O c6 c4 Re8 Nc3 e5 Bh2 Qe7 Re1 e4 Nd2 d5 a3 a6 b4 Nb6 c5 Nbd7 a4 Nf8 b5 axb5 axb5 Bd7 Qb3 Ne6 Na4 Rf8 Bd6 Qd8 Bxf8 Bxf8 Nb6 Rxa1 Rxa1 Kg7 Ra8 Qc7 bxc6 Bxc6 Bb5 Bxc5 Bxc6 Bxb6 Bxd5 Nxd5 Qxd5 Qc2 Nxe4 Bc7 Ra1 b5 Nc5 Nxc5 Qxc5 Qb2 Qc1 Qxc1+ Rxc1 Bd6 Kf1 b4 Ke2 b3 Rb1
black,e4 c6 d4 d5 e5 c5 c3 Nc6 Be3 cxd4 cxd4 Bf5 Nc3 e6 Bd3 Bb4 Rc1 Bxd3 Qxd3 Nge7 Ne2 O-O O-O Nf5 Bd2 Rc8 a3 Ba5 b4 Bb6 Be3 a6 Nd1 Qh4 f4 Nh6 Bf2 Qh5 Nb2 f6 Na4 Ba7 Nc5 Qf7 h3 fxe5 fxe5 Bxc5 bxc5 Qf5 Qc3 Qe4 Ng3 Qg6 Ne2 Nf5 Nf4 Qh6 Ne2 Rf7 Rcd1 Rcf8 Be1 Qe3+ Bf2 Qxe2
black,d4 d5 c4 e6 Nf3 Nf6 g3 h6 Bg2 dxc4 O-O Bd6 a4 Nc6 Nc3 O-O e4 e5 d5 Na5 Re1 Nb3 Rb1 Bg4 h3 Bh5 g4 Bg6 Nh4 Bc5 Be3 Bb4 Re2 Bxc3 bxc3 Bxe4 g5 hxg5 Bxg5 Bxb1 Qxb1 Qd6 Qf5 Nd7 Be4 g6 Qg4 Nbc5 Bc2 Nd3 Nf5 Qb6 Ne7+ Kg7 Qh4 Rh8 Qg4 Nf6 Qf3 e4 Rxe4 Nxe4 Be3 Qf6 Bd4 Ne5 Qxe4 Qxe7 Bxe5+ Kg8 Qd4 Rh7 d6 cxd6 Bxd6 Qd7 Bxg6 fxg6 Qd5+ Kh8 Be5+ Rg7
black,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 c5 Nc6 Bb5 Bf5 Nc3 a6 Bxc6+ bxc6 Nf3 Rb8 O-O e6 Ne5 Qc7 Bf4 Qc8 Na4 Be7 Nxc6 Qxc6 Bxb8 O-O Bg3 Ne4 b4 Nxg3 hxg3 Rb8 a3 Bf6 Nc3 e5 Ne2 Bg4 f3 Bf5 Ra2 e4 g4 Bg6 f4 h6 f5 Bh7 Rd2 Bg5 Rb2 Qf6 Nf4 Rd8 g3 Qc6 a4 g6 b5 axb5 axb5 Qc7 Qb3 gxf5 Nxd5 Rxd5 Qxd5 Qxg3+ Rg2 Be3+ Rf2 Bxf2+ Kf1 Qd3+ Kxf2 e3+ Ke1 f4 b6 Be4 Qd8+ Kg7 g5 Qc3+ Ke2 Qd2+
draw,d4 Nf6 Nf3 e6 Bg5 d5 Nbd2 Be7 e3 h6 Bh4 O-O Bd3 Nbd7 c3 b6 Qc2 Bb7 e4 dxe4 Nxe4 c5 dxc5 Nxc5 O-O-O Nxd3+ Rxd3 Bxe4 Rxd8 Bxc2 Rxf8+ Kxf8 Kxc2 Rd8 Rd1 Rxd1 Kxd1 Nd5 Bxe7+ Kxe7 g3 Kd6 Kd2 a6 Kd3 e5 a4 f5 Nd2 g5 b4 b5 axb5 axb5 f3 h5 Nb3 g4 fxg4 hxg4 Nc5 Nf6 Nb7+ Kc7 Nc5 Kc6 Ne6 Nd5 Nd8+ Kd7 Nf7 Ke6 Nd8+ Kf6 Nc6 f4 gxf4 exf4 Ke4 f3 Ne5 Nxc3+ Kf4 Nd5+ Ke4 Nxb4 Nxg4+ Kg5 Kxf3 Nd5 Ne3 Nxe3 Kxe3 Kg4 Kd4 Kh3 Kc5 Kxh2 Kxb5
white,e4 c5 Nf3 d6 Bc4 Nf6 Nc3 a6 a4 Bg4 h3 Bh5 d3 Nc6 Be3 Ne5 g4 Nxf3+ Qxf3 Bg6 h4 h5 g5 Ng4 Bf4 b5 axb5 a5 Bd5 Rc8 Bc6+ Rxc6 bxc6 Qb6 O-O e5 Be3 Nxe3 fxe3 Be7 Nd5 Qxc6 Rxa5 Bd8 Ra7 O-O Rfa1 f6 R1a6 Qb5 gxf6 Bxf6 Qg3 Kh7 Rxd6 Qxb2 Nxf6+ Rxf6 Rxf6 Qc1+ Kh2 Qxc2+ Kh3
white,d4 Nf6 Bf4 e6 e3 d5 c3 Nbd7 Bd3 c5 Nd2 Be7 g4 h6 g5 hxg5 Bxg5 b6 Qe2 Bb7 O-O-O cxd4 exd4 Rc8 Ngf3 Ne4 Bxe7 Qxe7 Nxe4 dxe4 Bxe4 Nf6 Qb5+ Qd7 Qxd7+ Kxd7 Bxb7 Rc7 Ne5+ Ke7 Ba6 Ne4 Rdf1 f6 Ng6+ Kf7 Nxh8+
draw,d4 d5 Nf3 c6 g3 Bf5 Bg2 e6 O-O Bd6 Ne5 Nd7 f4 Nxe5 fxe5 Bc7 Nd2 f6 e4 dxe4 Nxe4 fxe5 Bg5 Nf6 Nxf6+ gxf6 Rxf5 exf5 Qh5+ Ke7 Bxf6+ Kxf6 dxe5+ Bxe5 Rd1 Qb6+ Kh1 Rag8 Rd7 Rg6 Bh3 Qf2 Qh4+ Rg5 Qh6+ Rg6 Qh4+ Rg5 Qh6+ Rg6
black,d4 Nf6 Bf4 g6 e3 d5 Be2 c5 c3 Nc6 Nd2 cxd4 exd4 Bg7 g4 Ne4 Nxe4 dxe4 Qc2 e5 Qxe4 f5 gxf5 Bxf5 Qe3 Qe7 Bg5 Qe6 O-O-O exd4 Qxe6+ Bxe6 Bb5 dxc3 Bxc6+ bxc6 Re1 cxb2+ Kb1 Kf7
white,d4 g6 Bf4 Bg7 e3 f5 Be2 Nf6 g4 e6 gxf5 gxf5 Bh5+ Nxh5 Qxh5+ Kf8 Bh6 Qf6 Bxg7+ Qxg7 Nf3 Qf7 Qh6+ Qg7 Qxg7+ Kxg7 Rg1+ Kf6 Nbd2 Nc6 O-O-O d6 e4 e5 dxe5+ dxe5 Rde1 f4 Nc4 Be6 Ncd2 Rad8 Nb3 a5 Nc5 Nb4 a3 b6 Nxe6 Kxe6 axb4 axb4 Rg5
white,e4 c5 Bc4 Nc6 Qh5 e6 Nc3 Nd4 Qd1 Qg5 Bf1 Nf6 d3 Qe5 Nf3 Nxf3+ Qxf3 d5 Be2 d4 Nb5 Bd6 g3 c4 a4 Qc5 O-O cxd3 cxd3 a6 Na3 Bd7 Nc4 Bc7 Bd2 O-O Rfc1 Qe7 Bf4 Be5 Nxe5
white,d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Bg4 h3 Bxf3 Qxf3 c6 Be3 e6 Bd3 Bb4 O-O O-O Ne4 Nxe4 Qxe4 g6 Bh6 f5 Qxe6+ Rf7 Bc4 Qxd4+ Kh1 Qd7 Rad1 Qxe6 Rd8+ Rf8 Bxe6+ Kh8 Bxf8 Bxf8 Rxf8+ Kg7 Re8
black,d4 f5 Bf4 Nf6 e3 g6 Nd2 Bg7 Ngf3 O-O Bd3 d6 c3 a5 h4 Qe8 h5 Nxh5 Rxh5 gxh5 Qb3+ Kh8 Bg3 e5 Nh4 Qe7
white,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Bc5 Nc3 a6 Ba4 b5 Bb3 d6 Nd5 h6 c3 Be6 O-O Na5 Nxf6+ Qxf6 Bxe6 fxe6 b4
white,d4 f5 c4 Nf6 Nc3 d6 g3 e6 Bg2 Nbd7 Nf3 g6 Qc2 Bg7 O-O Nb6 b3 Qe7 e4 Nxe4 Nxe4 fxe4 Qxe4 a5 Re1 Qf6 Bg5 Qf7 Bh3 e5 Bxc8 Rxc8 dxe5 O-O Bf4 Rce8 e6 Rxe6 Qxe6 Qxe6 Rxe6 Bxa1 Ng5 Rd8 Re7 Rd7 Re8+ Kg7 Rb8 c6 Ne6+ Kf6 Nd8 a4 Nxb7 g5 Bxd6 axb3 axb3 Kf5 Bc5 Nc8 Rxc8 Rxb7 Rxc6 Bc3 Rb6 Rc7 Be3 g4 c5 Ba5 Rb5 Be1 c6+ Ke4 Rc5 Kd3 Bf4 Bb4 Rd5+ Ke4 Re5+ Kd4 Rb5
black,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 c3 d6 a4 a6 h3 Be6 Bxe6 fxe6 Qb3 Qd7 Qxb7 O-O Qb3 d5 Nbd2 Nh5 exd5 exd5 Ne4 Ba7 O-O Kh8 Ned2 Nf4 d4 exd4 Nxd4 Nxd4 cxd4 Bxd4 Nf3 Ne2+ Kh1 Ba7 Be3 Bxe3 Qxe3 Rae8 Qd3 Nf4 Qxa6 Nxh3 Qb5 Qg4 Rae1 Nf4
white,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 O-O Bf4 d6 e3 Nc6 Be2 Bd7 h3 Nh5 Bg5 f6 Bh4 Qe8 Nd2 e5 d5 Ne7 Bxh5 gxh5 g4 Ng6 Bg3 h4 Bh2 f5 f3 Qf7 Qe2 a6 O-O-O b5 Rhg1 bxc4 Qxc4 Rab8 Qxc7 Rfc8 Qxd6 Bf8 Qxa6 f4 exf4 Bb5 Qe6 Bb4 Qxf7+ Kxf7 Ne4 exf4 a3 Ba5 Nd6+ Kf6 Nxc8 Rxc8 d6 Bb6 Rge1 Ne5 Kb1 Ba6 Nd5+ Kg5 Bxf4+ Kg6 Rxe5 Bd8 Ne7+ Kf6 Nxc8 Bxc8 d7 Bb7 Re8
black,d4 d5 c4 e6 Nc3 c5 cxd5 exd5 Nf3 Nc6 g3 Nf6 Bg2 Be7 O-O O-O Bg5 c4 Ne5 Be6 Nxc6 bxc6 b3 cxb3 axb3 h6 Bf4 Qd7 Re1 Bh3 Bh1 Rfe8 Ra4 a5 Qc1 Bb4 Bd2 Rab8 Ra2 c5 Na4 cxd4 Bxb4 Rxb4 Nc5 Qb5 Rc2 Bf5
black,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 Nd6 Nxe5 Be7 Bxc6 dxc6 d3 Nf5 Nc3 O-O Ne4 Be6 c3 Qd5 d4 Rad8 Qf3 Rfe8 Nd3 Nh4 Qg3 Bf5 Bh6 Ng6 Nf4 Qd7 Nxg6 Bxg6 Bf4 Qd5 f3 Qh5 Qf2 Rd7 a4 Red8 g4 Qd5 h4 h5 Qg3 c5 gxh5 Qxh5 dxc5 Bxh4 Qg4 Bxe1 Qxh5 Bxh5 Rxe1 Bxf3 Ng5 Bg4 Kf2 f6 Ne4 Kf7 Ng3 Re8 Rc1 g5 Be3 Rd3 Re1 Rd1 Rxd1 Bxd1 Nf5 Bxa4 Nd4 Bd7 b4 c6 c4 Rh8 b5 Rh2+ Kg3 Rb2 b6 axb6 cxb6 Rxb6 Nb5 Rxb5 cxb5 cxb5 Bd4 Be6 Bb2 f5 Bc1 Kg6 Bb2 f4+ Kf3 Kf5 Bc3 g4+ Kf2 Bc4 Bb4 Ke4 Bd6 g3+ Kg2 Be2 Bxf4 Kxf4 Kg1 Kf3 Kh1 b4 Kg1 b3
white,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 c5 Nf3 Nc6 Be3 Be7 Qd2 a6 dxc5 Nxc5 O-O-O b5 Qf2 b4 Nxd5
